iso_code,date,total_cases,new_cases,total_deaths,new_deaths
CHE,2021-11-15,918750.0,9712.0,11347.0,21.0
CHE,2021-11-16,923047.0,4297.0,11353.0,6.0
CHE,2021-11-17,929031.0,5984.0,11356.0,3.0
CHE,2021-11-18,935047.0,6016.0,11364.0,8.0
CHE,2021-11-19,941218.0,6171.0,11377.0,13.0
CHE,2021-11-20,941218.0,0.0,11382.0,5.0
CHE,2021-11-21,941218.0,0.0,11382.0,0.0
CHE,2021-11-22,955810.0,14592.0,11407.0,25.0
CHE,2021-11-23,962165.0,6355.0,11416.0,9.0
CHE,2021-11-24,970753.0,8588.0,11435.0,19.0
